1	0	L1D1	1	0	0	0	0	0	3	0	0	0
1	0	L1D1	1	0	0	0	0	0	0	0	2	1
1	0	L1D1	1	0	0	0	0	0	1	1	1	1
1	0	L1D1	1	0	0	0	0	0	2	0	0	2
1	1	L1D1	1	0	0	0	0	0	0	4	0	0
1	0	L1D1	1	0	0	0	0	0	1	2	1	1
1	0	L1D1	1	0	0	0	0	0	2	2	0	1
1	0	L1D1	1	0	0	0	0	3	1	0	0	1
1	0	L1S1	0	1	0	0	0	1	0	0	0	2
1	0	L1S1	0	1	0	0	0	0	0	0	0	3
1	0	L1S1	0	1	0	0	0	1	0	1	1	1
1	0	L1S1	0	1	0	0	0	0	0	2	0	2
1	1	L1S1	0	1	0	0	0	0	0	0	4	0
1	0	L1S1	0	1	0	0	0	1	0	1	2	1
1	0	L1S1	0	1	0	0	0	1	0	2	2	0
1	0	L1S1	0	1	0	0	0	0	1	3	1	0
1	0	L1E1	0	0	1	0	0	2	1	0	0	0
1	0	L1E1	0	0	1	0	0	0	0	0	3	0
1	0	L1E1	0	0	1	0	0	1	1	0	1	1
1	0	L1E1	0	0	1	0	0	0	2	0	2	0
1	1	L1E1	0	0	1	0	0	0	0	0	0	4
1	0	L1E1	0	0	1	0	0	1	1	0	1	2
1	0	L1E1	0	0	1	0	0	0	1	0	2	2
1	0	L1E1	0	0	1	0	0	1	3	1	0	0
1	0	L1R1	0	0	0	1	0	0	2	1	0	0
1	0	L1R1	0	0	0	1	0	3	0	0	0	0
1	0	L1R1	0	0	0	1	0	1	1	1	0	1
1	0	L1R1	0	0	0	1	0	2	0	0	2	0
1	1	L1R1	0	0	0	1	0	4	0	0	0	0
1	0	L1R1	0	0	0	1	0	2	1	1	0	1
1	0	L1R1	0	0	0	1	0	2	0	1	0	2
1	0	L1R1	0	0	0	1	0	1	0	0	1	3
1	0	L1O1	0	0	0	0	1	0	0	2	1	0
1	0	L1O1	0	0	0	0	1	0	0	3	0	0
1	0	L1O1	0	0	0	0	1	1	1	1	1	0
1	0	L1O1	0	0	0	0	1	2	0	2	0	0
1	1	L1O1	0	0	0	0	1	0	4	0	0	0
1	0	L1O1	0	0	0	0	1	1	2	1	1	0
1	0	L1O1	0	0	0	0	1	2	2	0	1	0
1	0	L1O1	0	0	0	0	1	0	0	1	3	1
2	2	L2D1	1	0	0	0	0	0	0	0	5	0
2	3	L2D1	1	0	0	0	0	6	0	0	0	0
2	2	L2D1	1	0	0	0	0	0	0	1	4	2
2	1	L2D2	1	0	0	0	0	0	0	3	2	2
2	1	L2D2	1	0	0	0	0	2	3	0	3	0
2	2	L2D2	1	0	0	0	0	0	0	0	5	3
2	2	L2S1	0	1	0	0	0	0	5	0	0	0
2	3	L2S1	0	1	0	0	0	0	6	0	0	0
2	2	L2S1	0	1	0	0	0	2	0	0	1	4
2	1	L2S2	0	1	0	0	0	0	2	2	3
2	1	L2S2	0	1	0	0	0	0	2	3	0	3
2	2	L2S2	0	1	0	0	0	5	3	0	0	0
2	2	L2E1	0	0	1	0	0	0	0	5	0	0
2	3	L2E1	0	0	1	0	0	0	0	6	0	0
2	2	L2E1	0	0	1	0	0	0	5	3	0	0
2	1	L2E2	0	0	1	0	0	2	3	0	0	2
2	1	L2E2	0	0	1	0	0	3	0	2	3	0
2	2	L2E2	0	0	1	0	0	4	2	0	0	1
2	2	L2R1	0	0	0	1	0	0	0	0	0	5
2	3	L2R1	0	0	0	1	0	0	0	0	6	0
2	2	L2R1	0	0	0	1	0	3	0	0	0	5
2	1	L2R2	0	0	0	1	0	2	0	0	2	3
2	2	L2R2	0	0	0	1	0	1	4	2	0	0
2	1	L2R2	0	0	0	1	0	0	3	0	2	3
2	2	L2O1	0	0	0	0	1	5	0	0	0	0
2	3	L2O1	0	0	0	0	1	0	0	0	0	6
2	2	L2O1	0	0	0	0	1	0	0	5	3	0
2	1	L2O2	0	0	0	0	1	3	2	2	0	0
2	2	L2O2	0	0	0	0	1	0	1	4	2	0
2	1	L2O2	0	0	0	0	1	3	0	3	0	2
3	4	L3D1	1	0	0	0	0	0	0	0	0	7
3	4	L3D1	1	0	0	0	0	3	0	0	3	6
3	5	L2D2	1	0	0	0	0	3	0	0	0	7
3	3	L2D2	1	0	0	0	0	0	3	3	5	3
3	4	L3S1	0	1	0	0	0	7	0	0	0	0
3	3	L3S1	0	1	0	0	0	3	0	3	3	5
3	5	L2S2	0	1	0	0	0	7	3	0	0
3	4	L2S2	0	1	0	0	0	6	3	0	0	3
3	4	L3E1	0	0	1	0	0	0	7	0	0	0
3	4	L3E1	0	0	1	0	0	3	6	3	0	0
3	5	L2E2	0	0	1	0	0	0	7	3	0	0
3	3	L2E2	0	0	1	0	0	5	3	0	3	3
3	4	L3R1	0	0	0	1	0	0	0	7	0	0
3	3	L3R1	0	0	0	1	0	3	5	3	0	3
3	5	L2R2	0	0	0	1	0	0	0	7	3	0
3	4	L2R2	0	0	0	1	0	0	3	6	3	0
3	4	L3O1	0	0	0	0	1	0	0	0	7	0
3	4	L3O1	0	0	0	0	1	0	0	3	6	3
3	5	L2O2	0	0	0	0	1	0	0	0	7	3
3	3	L2O2	0	0	0	0	1	3	3	5	3	0
